experiment_name,concurrency,payload_file,errors,successes,error_rate,all_prompts_token_count,prompt_token_count_mean,prompt_token_throughput,all_completions_token_count,completion_token_count_mean,completion_token_throughput,transactions,transactions_per_second,transactions_per_minute,latency_mean,instance_type,EndpointName,ModelName,Image,S3Uri,ENDPOINT_SERVER_TIMEOUT,HF_MODEL_ID,MAX_BATCH_PREFILL_TOKENS,MAX_INPUT_LENGTH,MAX_TOTAL_TOKENS,MODEL_CACHE_ROOT,SAGEMAKER_ENV,SAGEMAKER_MODEL_SERVER_WORKERS,SAGEMAKER_PROGRAM,SM_NUM_GPUS
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3979,3979.0,710.27,98,98.0,17.49,1,0.18,10,5.588931463993504,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2428,2428.0,518.06,103,103.0,21.98,1,0.21,12,4.671846836004988,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3302,3302.0,3334.13,6,6.0,6.06,1,1.01,60,0.9783756990073016,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7007,3503.5,1163.56,104,52.0,17.27,2,0.33,19,3.908260108997638,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,6,payload_en_3000-4000.jsonl,[],6,0.0,20690,3448.3333333333335,2021.53,438,73.0,42.8,6,0.59,35,8.468025141502343,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6598,3299.0,1097.08,112,56.0,18.62,2,0.33,19,4.017300925996096,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_2000-3000.jsonl,[],2,0.0,4541,2270.5,3224.27,13,6.5,9.23,2,1.42,85,1.331161323003471,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6883,3441.5,3038.83,26,13.0,11.48,2,0.88,52,2.2000868454997544,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3000,3000.0,597.17,100,100.0,19.91,1,0.2,12,5.012451845002943,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6641,3320.5,1064.85,206,103.0,33.03,2,0.32,19,6.215315064997412,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3450,3450.0,1945.23,22,22.0,12.4,1,0.56,33,1.7622306499979459,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_2000-3000.jsonl,[],2,0.0,4886,2443.0,923.44,112,56.0,21.17,2,0.38,22,3.475715325999772,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1421,1421.0,347.71,101,101.0,24.71,1,0.24,14,4.078339573999983,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6877,3438.5,1759.1,63,31.5,16.12,2,0.51,30,3.051534520498535,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,8,payload_en_500-1000.jsonl,[],8,0.0,7840,980.0,1215.47,481,60.125,74.57,8,1.24,74,3.702694527750282,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7104,3552.0,1102.57,199,99.5,30.89,2,0.31,18,6.42226705399662,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1373,1373.0,750.68,39,39.0,21.32,1,0.55,33,1.8208149410056649,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7389,3694.5,1112.22,187,93.5,28.15,2,0.3,18,6.622580556002504,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2564,2564.0,3333.45,6,6.0,7.8,1,1.3,78,0.7567828360042768,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2715,2715.0,558.01,99,99.0,20.35,1,0.21,12,4.8550479440018535,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6336,3168.0,1032.38,197,98.5,32.1,2,0.33,19,6.114923391993216,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_2000-3000.jsonl,[],2,0.0,4554,2277.0,842.84,200,100.0,37.02,2,0.37,22,5.387441700499039,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1339,1339.0,588.37,51,51.0,22.41,1,0.44,26,2.2674665119993733,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,14176,3544.0,1598.91,216,54.0,24.36,4,0.45,27,5.723477957002615,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,15089,3772.25,1772.13,308,77.0,36.17,4,0.47,28,7.567505574505049,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,13849,3462.25,1705.22,220,55.0,27.09,4,0.49,29,5.905955497499235,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2637,2637.0,546.62,101,101.0,20.94,1,0.21,12,4.81450751000375,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
mistral-7b-g5-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,8,payload_en_2000-3000.jsonl,[],8,0.0,20224,2528.0,1957.47,530,66.25,51.3,8,0.77,46,6.570429016752314,ml.g5.2xlarge,lmistral7b-g5-2xlarge-1706037700,hf-llm-mistral-7b-2024-01-23-19-21-40-301,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-cache-prod-us-east-1/huggingface-llm/huggingface-llm-mistral-7b/artifacts/inference-prepack/v1.0.0/,3600,/opt/ml/model,8191,8191,8192,/opt/ml/model,1,1,inference.py,1
