experiment_name,concurrency,payload_file,errors,successes,error_rate,all_prompts_token_count,prompt_token_count_mean,prompt_token_throughput,all_completions_token_count,completion_token_count_mean,completion_token_throughput,transactions,transactions_per_second,transactions_per_minute,latency_mean,instance_type,EndpointName,ModelName,Image,S3Uri,HF_MODEL_ID,HUGGING_FACE_HUB_TOKEN,MAX_BATCH_TOTAL_TOKENS,MAX_INPUT_LENGTH,MAX_TOTAL_TOKENS,SAGEMAKER_CONTAINER_LOG_LEVEL,SAGEMAKER_REGION,SM_NUM_GPUS,OPTION_DTYPE,OPTION_MAX_ROLLING_BATCH_SIZE,OPTION_NEURON_OPTIMIZE_LEVEL,OPTION_N_POSITIONS,OPTION_ROLLING_BATCH,OPTION_TENSOR_PARALLEL_DEGREE,SAGEMAKER_MODEL_SERVER_TIMEOUT,SAGEMAKER_MODEL_SERVER_WORKERS,SAGEMAKER_PROGRAM,SAGEMAKER_TS_RESPONSE_TIMEOUT,ENDPOINT_SERVER_TIMEOUT,MODEL_CACHE_ROOT,SAGEMAKER_ENV
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3003,3003.0,2203.98,3,3.0,2.2,1,0.73,43,1.3346034540008986,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_2000-3000.jsonl,[],4,0.0,10177,2544.25,3170.83,10387,2596.75,3236.26,4,1.25,75,2.7960862804939097,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_1000-2000.jsonl,[],4,0.0,7685,1921.25,2975.02,7841,1960.25,3035.41,4,1.55,93,1.98347223525343,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7389,3694.5,1080.16,185,92.5,27.04,2,0.29,17,6.490910767002788,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.48xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=24,1,payload_en_2000-3000.jsonl,[],1,0.0,2770,2770.0,1820.91,24,24.0,15.78,1,0.66,39,1.5108764149917988,ml.inf2.48xlarge,llama-2-13b-inf2-48xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-775,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,24,120,1,inference.py,120,,,
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2564,2564.0,587.82,102,102.0,23.38,1,0.23,13,4.34306105900032,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,1,payload_en_2000-3000.jsonl,[],1,0.0,2803,2803.0,905.62,68,68.0,21.97,1,0.32,19,3.0691865980043076,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7498,3749.0,884.73,106,53.0,12.51,2,0.24,14,6.985001182001724,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3087,3087.0,596.9,102,102.0,19.72,1,0.19,11,5.158291742001893,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_1000-2000.jsonl,[],2,0.0,3116,1558.0,1449.34,3223,1611.5,1499.11,2,0.93,55,1.5988784950022819,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_1000-2000.jsonl,[],4,0.0,6114,1528.5,1115.81,317,79.25,57.85,4,0.73,43,4.912434336751176,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3681,3681.0,3934.68,3695,3695.0,3949.65,1,1.07,64,0.8809159099910175,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_2000-3000.jsonl,[],4,0.0,10797,2699.25,3359.34,10895,2723.75,3389.83,4,1.24,74,1.7057148575040628,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,13849,3462.25,1268.65,312,78.0,28.58,4,0.37,22,8.773946510253154,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7239,3619.5,1067.56,204,102.0,30.08,2,0.29,17,6.709570900493418,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_1000-2000.jsonl,[],2,0.0,3828,1914.0,876.03,105,52.5,24.03,2,0.46,27,2.9993550755025353,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3789,3789.0,2017.39,9,9.0,4.79,1,0.53,31,1.8624127939983737,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,14135,3533.75,1294.51,321,80.25,29.4,4,0.37,22,8.535369481000089,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2803,2803.0,656.11,102,102.0,23.88,1,0.23,13,4.25871554898913,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3979,3979.0,658.29,102,102.0,16.88,1,0.17,10,6.028807937997044,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_2000-3000.jsonl,[],4,0.0,9726,2431.5,1140.44,408,102.0,47.84,4,0.47,28,7.765256518749084,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
